review_text,label,label_encoded
mudah dan cepat,Positif,2
pelayanan cepat dan mudah,Positif,2
mantap,Positif,2
awal nya bermasalah dari nik tapi di tanggapi oleh admin terima kasih,Positif,2
sangat membantu dan efisien sekedar saran untuk menu lacak baiknya ditampilkan maps_nya,Positif,2
ngambil stnk harus memakai bpkb kan gajelass banget,Netral,1
mantap,Positif,2
susah verifikasi sudah hari gagal terus coy verifikasi ini apl pinjol dan pay an saja gampang banget ah,Negatif,0
aplikasi sangat membantu wajib pajak hanya saja membutuhkan waktu hari untuk menerima bukti bayar setelah hari pelunasan jadi total proses hari,Positif,2
sangat mempermudah,Netral,1
aplikasi yang sangat memudahkan kita yang berada di luar daerah seharusnya bintang lima tapi karena pengiriman cuma bisa lewat pos giro saya kasih empat tau sendiri kinerja pos giro ogah ogahan saya saja harus mengambil sendiri ke pos giro pantesan saja ditungguin lama enggak datang juga taunya cuma status saja diantar kenyataan barang di taro di gudang tambah lagi opsi jasa kirimnya sekalian pakai jasa shoope expres,Netral,1
ada bayar tapi sekarang ya sekarang loadingny lama,Negatif,0
sangat membantu,Positif,2
mereka melihat tarif pajak ega pernah bisa,Netral,1
bagus sangat membantu,Positif,2
percepatan berjalan terus mempermudah,Netral,1
bagus,Positif,2
ok,Netral,1
·,Netral,1
aplikasi ini sangat membantu apalagi saat agenda padat,Positif,2
good jobs lebih mudah dan sangat cepat proses nya,Positif,2
improve yang akan saya rasakan dengan baik dengan aplikasi pemerintah yang sederhana ini sebelumnya saya kecewa sama aplikasi ini karena susah banget setiap masukkan plat elektronik kebaca tapi tidak sekal masukkan langsung kebaca kali tanya saya bangga nanti kita lakukan yang terbaik dan belum dikorupsi,Negatif,0
mudah simple joss gandos,Positif,2
mantap bayar pajak enggak harus ke samsat pertahankan dan tingkatkan kualitasnya,Positif,2
sekarang 30 kali hari di buat enak saja tahun mau bayar karena saldo kurang jadi tertunda pekerjaan begitu lama wong mau bekerja malah kata nya maaf anaknya bisa bayar karena di sih silakan ke samsat orang mau bayar kok susah pantas masyarakat jadi enggan bayar,Negatif,0
isinya bug terus,Netral,1
error 4,Negatif,0
daftar tidak bisa terus bagaimana semua aplikasi yang buat bayar error semua hadew niat enggak,Negatif,0
maka dilakukan di minggu padahal sudah bayar pengiriman lewat wa di tolong di ambil,Netral,1
mu daftarin terlalu susahnya melebihi mampu ke samsat 3 deh,Negatif,0
sangat cepat aman dan akurat terima kasih signal sudah memudahkan,Positif,2
sangat membantu,Positif,2
di aplikasi sudah selesai tapi stnknya belum juga sampai dirumah,Netral,1
tadinya takut mau memperpanjang di aplikasi signal ini memberanikan diri untuk memperpanjang stnk ini di aplikasi signal tapi prosesnya lama banget dan setelah kirim email kasih tanda bukti pembayaran enggak lama langsung proses pengiriman dan terima kasih banyak aplikasi signal mempermudah untuk memperpanjang stnk amanah sukses,Positif,2
keren lebih cepat,Positif,2
mau cek pajak ini yg bisa,Negatif,0
mantap,Positif,2
app signal sangat memudahkan bayar pajak kendaraan sangat mudah dan memuaskan sudah kali tak pernah ada masalah pengiriman dokumen pajak cepat,Positif,2
ribet lu untuk siapa saja harus daftar dulu hanya data dengan ktp jadi bagaimana kalau ktp nya sudah cukup sampai posisi lagi mereka belum sempat jadi mau mengecek saja orang amat main aplikasi jadi,Negatif,0
prosesnya mudah cepat transparan pengiriman e tbpkp via pos juga cepat sangat membantu terima kasih,Positif,2
pengiriman sampai rumah,Netral,1
lebih efisien tidak perlu ke kantor tinggal tinggal 2 warung yang enggak bayar cuma waktu pengantarannya tidak lama,Negatif,0
pengirimannya cepat,Positif,2
pendaftaran gagal terus katanya data kependudukan tidak sesai,Negatif,0
memilih express theater ke bulan,Netral,1
bagus akurat sekal,Positif,2
sengaja bilang bintang biar di tangani jadi bintang sudah dapat cepat bayar tapi ketika mau bayar lewat klik bsi dana shopee kepulauan riau tetap enggak bisa pembayaran karena saya melakukan pembayaran di jam 2 cuma bilang harus pagi,Negatif,0
menghemat waktu dan sangat membantu,Positif,2
terima kasih signal sangat membantu sekal bayar pajak tanpa ribet,Negatif,0
layanan cepat mantap,Positif,2
mini bisa mini online,Netral,1
yg sampai seru kelamaan padahal ongkos kirim nya ke saya hari pulang tapi jadi mbl kalau dong pki selama disana juga,Netral,1
kantor bernanfaat tapi agak antri ada akun wlw biaya admin bank tak lumayan lumayan harganya apa gak deh kan,Negatif,0
aplikasi error tidak bisa jadi operasi partisi,Negatif,0
cepat tepat dan tidak repot samsat banyumas karang pucung is the best service,Positif,2
harusnya ada stiker pengesahan sebagai ganti cap pengesahan manual,Netral,1
sering eror,Netral,1
mau melakukan restorasi kendaraan dalam konfigurasi kartu keluarga sah terus,Negatif,0
mushola saja terlebih dulu lagi urusan lain nya,Netral,1
sangat membantu,Positif,2
itu kasih ada yang membantu buat kita semuanya tidak bisa mengurus datang ke sini,Negatif,0
mantap,Positif,2
stnk belum sampai sudah diselesaikan saja sama aplikasi nya,Netral,1
dan tahun berapa saya ingin bayar signal sampai besok tidak ada dan di bayar home chat live teman sekal tidak membantu tidak bisa bulan setalah jatuh tempo saya sedang di tengah kota saya tahun lalu tidak seperti ini,Negatif,0
bagi juga tidak punya paket ke samsat pembayaran kendaraan pas yang mau bayar pajak kendaraan tinggal duduk dibagi 2 kampung,Netral,1
mantap dan tidak ribet,Negatif,0
lain,Netral,1
sangat membantu masyarakat terima kasih aplikasi signal samsat polri,Positif,2
good,Netral,1
keren simpel tanpa antri efisien banget untuk orang sibuk kayak saya,Positif,2
sangat membantu terima kasih,Positif,2
yang anehh mau bayar maka kode angka enggak terdeteksi terus lintas berarti baik,Netral,1
mau daftar baru kenapa ini karena data sudah sesai waktu diperbarui ke dukcapil sekarang sudah dari ambil motor pun masuk buat ktp sekarang kok hilang enggak sekarang,Negatif,0
mempermudah pembayaran untuk keluarga belum mau ke kantor langsung,Negatif,0
banyak,Negatif,0
brigjen pol,Netral,1
good,Netral,1
belum juga stnk nya dikirim sudah otomatis selesai saja stnk saya jadinya enggak dikirim kirim,Netral,1
memudahkan transportasi,Netral,1
cukup aneh untuk pembuatan akunnya,Negatif,0
saya memiliki motor dan tertip pajak setiap tahunnya yang jadi masalah setelah saya pindah alamat rumah ke lain provinsi pembayaran pajak tidak bisa tentu hal tersebut sangat sangat menyulitkan untuk membayar pajak bagaimana solusinya jika harus mutasi kendaraan mending tidak usah bayar pajak orang mau bayar pajak kok dipersulit rabu,Negatif,0
konyol amat mau daftar malah katanya data kependudukan tidak sesai sudah kali mencoba sama saja,Netral,1
aplikasi tolol banyak bug,Netral,1
sebenarnya lebih cepat langsung ke samsat sih buat yang enggak terlalu sibuk tapi saya enggak bisa libur jadi dengan samsat online ini amat sangat membantu terima kasih,Negatif,0
sangat membantu bagi yang belum ada waktu untuk pergi ke samsat cukup login dengan data yang diperlukan seperti stnk nik ktp dan bpkb untuk mines nya hanya di pengiriman saja lumayan lama sampai hari menunggu overal oke,Positif,2
sangat membantu bagi pemilik terutama efisiensi biaya dan waktu serta data tersusun rapi dan up todate kedepannya untuk pajak tahunan lewat aplikasi saja jadi semuanya by online,Positif,2
satu dulu kalo bagus dikasih,Positif,2
paling efisien,Netral,1
ok konsekuen semua pihak dalam realisasinya,Netral,1
ok,Netral,1
terima kasih sudah membantu proses secara online jadi lebih mudah lebih cepat dan aman tapi memang beda nya tidak dapat kertas yang belakang nya yang ada stempel itu proses pun cepat terima kasih semua staf yang telah mmbntu,Positif,2
setelah mendarat dengan perahu,Netral,1
aplikasi yang sangat membantu mudah dan praktis namun lebih dari satu tahun terakhir tidak bisa lagi digunakan gagal prosesnya kiranya bisa dioptimalkan kembali pastinya akan sangat membantu,Negatif,0
aplikasi pelayanan kesehatan enggak guna bayar jual bayar pajak dari duit pajak bukan jual gratisan payment mau baca dan shopee gagal timeout terus chat cs eh malah cs nya chatbot disuruh [UNK] data no ktp nama no hp no plat padahal data itu semua sudah ada di aplikasi terus sudah ngisi juga enggak ada opsi mengobrol tamu cs telkom indonesia enggak akan maju kalo buat ganti aplikasi cuma gimmick,Negatif,0
aplikasi berjalan baik mudah di gunakan,Positif,2
good,Netral,1
kebiasaan aplikasi lokal jelek lemot enggak bisa dipakai mempersulit pengguna,Negatif,0
mantap,Positif,2
sangat mudah dan efisien terima kasih,Positif,2
sangat puas,Netral,1
keren pokoknya aplikasi ini sangat bantu banget mudah lagi cara nya,Positif,2
aplikasi kacau sejak update baru 1 ditahun yang akan berlaku pun tidak tercantum komplain ke cs tidak jadi keterangan agent mall keuangan gak ada ditempat keuangan,Negatif,0
nah begini dong akhir permudah kan taat tak gagal lagi persulit penerimaan penerimaan tidak bisa di cetak dokumen di seluruh gedung presiden indonesia tak harus sesai tersebut,Netral,1
baru coba kasih bintang dulu,Netral,1
sangat membantu sekal,Positif,2
untuk konsep aplikasinya sih bagus cuma haya bisa bayar kendaraan yang atas nama pribadi soalnya bayar poto sopir poto bareng kto jdinya untung mau ngisi motor beli bekas orang susah kata hars ke samsat aku sudah bayar meminta di kirim via pos tapi ydh berminggu enggak di kirim sampai aku harus suka ke sanh ke sini biar di kirim cs nya kayak yang marah gara aku komplat terus padahal aku kan sanggup bayar biaya kirim tau begitu mndgan cetak di maaf ysah nanti kirim yebelin lagi,Negatif,0
bisa naik via atm kerja sama bangking cuma baca on signal namun tidak bisa melalui mbanking mandiri ada sekal thanks signal,Negatif,0
sangat membantu untuk saya yang domisili diluar wilayah samsat semoga kedepan ada fitur mutasi kendaraan,Positif,2
memudahkan kita mengurus perpanjangan stnk bagi yang sibuk kerja dan susah mendapatkan ijin libur,Negatif,0
simpel enggak jadi lagi desa dulu,Negatif,0
proses cepat dan mudah sangat membantu sekal,Positif,2
manta belum ada,Netral,1
keren mempermudah banget,Positif,2
enggak bisa lebih gagal keberadaannya,Negatif,0
mantap kalo bisa sim juga bisa dong,Positif,2
baik,Netral,1
e tbpkp nya enggak dikirim,Netral,1
aplikasi yang sangat bagus sangat membantu menolong orang dari keluar dari poles untuk yang sibuk bekerja susah meluangkan perjalanan prosesnya sangat mudah dan cepat dalam hitungan hari sudah sampai untuk yang dikirim ke rumah sangat membantu jadi enggak bakal telat bayar pajak kendaraan tahunan good app hanya di saat daftar akun ada kendala saat verifikasi wajah yang selalu salah entah apa yang membuat akun semoga kedepannya sudah tidak ada kendala bagi yang mau buat nama,Negatif,0
mantap,Positif,2
simple,Netral,1
suka sekali bayar melulu tolong menang perbaiki sistemnya,Negatif,0
pengalaman terburuk menggunakan aplikasi ini di aplikasi bayar berhasil bahkan sudah sampai tahap persiapan kirim ternyata di cek di aplikasi lain belum lunas ternyata dinyatakan gagal bayar padahal sudah ditunggu persiapan kirim stnk bulanan diketerangan sudah celis hijau rugi,Negatif,0
lebih simpel enggak perlu datang pengiriman cepat,Positif,2
kong enggak patut,Negatif,0
sangat membantu,Positif,2
kenapa tahun ini dia bisa bayar pajak tahunan dengan system ini padahal saya dulu bisa pakai cara ini sekali mau bayar log bisa,Negatif,0
memang memiliki cek pajak kendaraan bermotor,Negatif,0
disini di berikan lagi simtem nya kita mau calon kendaraan yg gagal terus padahal sudah saatnya saya ingin pas arah nya,Negatif,0
dari pagi tidak bisa bayar dibawah kode bayar klik tengah seperti di dm sama di suruh bayar pakai qris yg scam yg sudah bukan digital dasar 2,Negatif,0
manta,Netral,1
simple buat jadi pajak tapi pengiriman sudah sangat kurang mahal lamaa penerbita kami kami enggak disana sudah seminggu belum juga ada uang,Netral,1
rambut saya di ktp dan di asli berbeda dan juga wajah saya lebih putih tapi dikira data saya tidak sesai saat verifikasi padahal juga sudah tahun lalu ktpnya dibuat pas saya sama ya jadi jelas mukanya agak beda dan pastinya lebih dewasa kenapa malah enggak bisa terus verifikasi,Negatif,0
signal adalah inovasi yang menginspirasi,Netral,1
terima kasih banyak aplikasi ini sangat membantu simpel mudah dan cepat mantap semoga dapat dipertahankan dan tetap berinovasi untuk pelayanan yang lebih baik untuk semua bravo,Positif,2
puass,Netral,1
mempermudah menghemat waktu pengesahan enggak perlu datang ke samsat tunggu di rumah saja,Netral,1
mantap,Positif,2
luar biasa mudah praktis dan sangat membantu,Positif,2
jansip aplikasi iki,Netral,1
baru daftar akun saja susah gagal verifikasi terus chat admin katanya uninstall terus install ulang lagi tetap saja gagal verifikasi lagi sampai bosan mau coba lagi,Negatif,0
pertama coba lancar dan mudah proses nya,Positif,2
eror kode urut cara bisa bayar,Negatif,0
sangat membantu juga sayang pengirman super duper lambat padahal bukan pakai ekspres khusus giro kalo ini pakai selain motor giro jangan lambat nya juga deh maling jadi jelek institusi yg gila,Negatif,0
sudah bayar etle pas 2 bayar pajak tahunan kerja signal tulisan kendaraan tetap di blokir seharusnya bisa membantu min ini app kali tanya ke pengaduan chat nya app enggak ya jawabannya yang benar kan kalo begini mau enggak tidak jadi ke samsat lagi buat kena pajak nya tolong perbaiki min kalo sudah dibayar etle nya langsung berubah min karena harus di waktu nih minn terima kasih,Negatif,0
seorangpun tidak bisa melanjutkan proses pembayaran,Negatif,0
alhamdulillah bersyukur banget jadi enggak pusing lagi soal mengurus pajak kendaraan terima kasih sudah memudahkan masyarakat,Positif,2
ok,Netral,1
tolong mempermudah,Netral,1
jadi lebih mudah tanpa harus datang ke sangat,Positif,2
proses nya cepat keluar enggak ribet secara spesial aplikasi ini masih membuat ktp hanya selama tinggal nya berbeda,Negatif,0
masa hidupnya terlalu berlebihan sampai hari,Netral,1
game 7,Netral,1
bagus membantu,Positif,2
mudah banget byr pajak tahunan di signal enggak bertele tele singkat padat harian sampai intinya pelajari saja caranya gampang kok insyaa allah terima kasih signal,Positif,2
manta,Netral,1
selalu lakukan inovasi untuk mempermudah masyarakat stop pungli,Netral,1
besarnya pajak online copy signal memang bisa dibilang tidak pernah masa kampanye dan pajak tahunan satu bulan belum sampai ke rumah pelayanan anda sedikit eh maaf memang betul kenyataannya,Negatif,0
bayar pajak jadi enggak ribet harus ke kantor nya dan kalau mau bayar pajak dari luar kota juga bisa dikirim sampai lokasi,Negatif,0
uang sudah di ganti dari status berlaku dan bagaimana ini tindakan saya,Negatif,0
ribet agent live chat jam pagi responsnya tidak ada ditempat aneh banget pelayanannya tugas kalian kan melayani loh,Negatif,0
mantap,Positif,2
oke,Netral,1
mantaaps,Netral,1
pembayaran pajak masih mudah sepi sayang karena dari samsat sangat banyak dan complain kan jasa ini cuma dibalas malah,Negatif,0
good,Netral,1
aplikasi pj sejak update tidak bisa berapa yang sudah digunakan perusahaan yg tercantum komplain ke cs tidak bisa bayar ya staf semua tidak ada ditempat kenapa,Negatif,0
bagus pelayanan samsat ini real pelayanan jangan lakukan antri dimana pemberitahuan atau sms ke rumah kinerja aplikasi digital juga sudah bagus bahkan banyak delay sudah bisa responsif untuk sekelas aplikasi line,Negatif,0
bayar pada tanggal bulan baru mulai pengiriman jadi wkwk mengapai saja inflasi ya bulan begitu berlaku ketika tidak berlaku mulai pengiriman cuman uang tidak berganti,Netral,1
sampai saat ini sudah pakai signal bertahun lancar jaya memudahkan transaksi tidak perlu pulang kampung atau jauh ke samsat mantap,Positif,2
caroline,Netral,1
ok,Netral,1
ok sangat membantu enggak usah repot tinggal pencet langsung sampai rumah ingat omongane gus dur begitu saja kok repot,Positif,2
mantap pelayanan cepat hari sampai,Positif,2
mudah,Positif,2
sudah beberapa tahun terakhir ini terbantu dengan pembayaran online hemat waktu tenaga dan biaya mestinya penggantian plat nomor juga bisa pakai aplikasi ini biar terbantu karena di samsat masih ribet dan keluar uang lagi untuk cek fisik foto kopi dll negara mestinya permudah masyarakat yang mau bayar pajak dengan menyediakan fasilitas yang memudahkan jangan negara memfasilitasi para pihak yang hanya mau cari keuntungan pribadi masyarakat mau bayar pajak mesti dipermudah,Negatif,0
sangat membantu dan prosesnya cepat mudah di gunakan,Positif,2
mempermudah bayak pajak semoga untuk pajak per tahun juga bisa online,Netral,1
ok membantu kaum pekerja,Positif,2
mau menambahkan kendaraan ekstra selalu di aplikasi awal,Negatif,0
sudah hampir tahun pakai signal joss cepat,Positif,2
sudah kali pakai aplikasi ini sangat bagus membantu kita,Positif,2
sangat terbantu adanya aplikasi signal ini memudahkan kita yang berada diluar kota untuk bayar pajak kendaraan terima kasih semoga aplikasi ini selalu untuk kami,Positif,2
nya bagus pintu dan sedikit ribet,Negatif,0
bagus pada samsat ini dan centre online tanpa antri tanpa ribet diantar langsung ke rumah kinerja di pemerintahan bersih dinilai bersih tidak banyak delay sudah tidak responsif untuk performa aplikasi pemerintahan,Negatif,0
keren banget sih layanannya super duper mudah dan cepat sangat bermanfaat,Positif,2
sangat membantu proses ya cepat,Positif,2
itu sampai stnk belum kunjung datang bagaimana nih wahai instagram,Netral,1
keren,Positif,2
sangat membantu dalam pembayaran pajak kendaraan mudah di pahami pengiriman juga cepat aplikasi sudah bagus dan kedepannya lebih bagus lagi,Positif,2
2006,Netral,1
memudahkan mobilitas,Netral,1
alamat masih di titik awal bukan saya sudah pindah selatan semoga timur,Netral,1
bayar pajak jadi mudah berantakan mungkin proses dari samsat kisaran akan lambat jadi butuh selang seminggu baru di kirim punya saya untuk live dengar signal adminnya atau enggak ada ditempat entah itu pengaduan konsumen yang bolak mudik atau memang betul enggak ada di tempat cuma sekal aduan pelanggan yang dilayani langsung oleh adminnya selebihnya admin selalu memeriksa ada barang sekalipun saat jam kerja,Negatif,0
pak kasih bintang dulu tapi ya yg dari satu ah sekarang kita tolong di berbaikan lagi dong sistem dong masa sekarang terus sih kalo sudah enggak eror saya kasih musim ful,Negatif,0
ada kasih akhirnya bilang ribet ke samsat lagi duduk manis sayang,Negatif,0
suatu kemudahan untuk urus urus dari jarak jauh,Netral,1
sangat membantu mohon agar di kembangkan lagi aplikasinya agar bisa di permudah,Positif,2
bohong pajak bukan pajak buat bayar pajak,Negatif,0
bayar pajak di signal lebih murah praktis tanpa datang tunggu menunggu kerja bukti fisik dokumen akan dikirim samsat melalui kantor pos ke alamat pemiliknya menghubungi dan mengurangi jatah pakai nya dan berani mengurus dokumen yang ragu menggunakannya dan takut semua nya benar benar terlaksana dengan baik saran sih kalau bisa progressnya lebih dipercepat lagi jadi tidak wajib menunggu 3 minggu terima kasih signal,Negatif,0
hasil gambar gambar cukup terawat,Netral,1
lebih mudah dan praktis,Positif,2
masa setelah transaksi baru dikirim oleh kalo ada pengaduan armada truk dimana lemot,Netral,1
alhamdulillah paket stnk sudah sampai tapi saya pilih pengiriman ekspres kenapa di tulisan reguler,Positif,2
luar biasa gercep hari langsung dikirim,Netral,1
dan mempermudah pengaturan secara tahunan,Netral,1
cukup lambat sekali terlihat juga,Negatif,0
proses cepat pengiriman sesai waktu hemat waktu dan biaya daripada bayar ke kantor samsat aplikasinya sudah bagus,Positif,2
kalo sudah daftar di aplikasi sih mudah tinggal klik klik beres yang saya sesalkan saya bayar pajak motor pakai aplikasi ini sudah atau tahun tapi pengiriman masih sama saja lambat tolong di perbaiki pengirimannya,Negatif,0
memang enggak cuma harus dia bayar pajak lagi yg bisa baik sukses,Negatif,0
bayar pajak tanpa harus mengantri,Netral,1
jaringan tolong di perbaharui jangan lama,Netral,1
cepat,Positif,2
cepat prosesnya dan lebih praktis enggak perlu mengantri lama,Positif,2
sekarang cukup lama untuk dimasukan ke pc butuh usaha kamu coba agar dokumen telah sampai selesai sehingga saran dia di tingkatkan untuk aplikasi agar lebih mudah lagi,Negatif,0
cepat dan tepat waktu lanjutkan,Positif,2
pelayanan yang sangat membantu,Positif,2
sangat cepat dan amanah tak perlu ngantrri lama terima kasih,Positif,2
sebenar ini aplikasi memudahkan tanpa datang langsung cuma lemot nya masya allah gagal mulu sudah sampai di pembayaran pun gagal mulu mungkin aplikasi nya lebih ditingkatkan lagi,Negatif,0
biaya untuk biaya sistem serba benar maksa di buat makin pesat,Netral,1
aplikasi yang sangat membantu,Positif,2
terima kasih apk yang sangat bagus,Positif,2
namun saya belum menerima stnknya sekarang,Netral,1
mempermudah pembayaran pajak motor hanya saja untuk pengiriman dokumennya sangat lama dan baru motor untuk mobil belum bisa,Netral,1
mantap enggak perlu capek ngantre untuk bayar pajak kendaraan,Positif,2
mantap sat set das des,Positif,2
mudah digunakan sangat membantu untuk orang yang domisili nya berbeda dari alamat di stnk,Positif,2
cepat bayar pajak bisa sambil tiduran,Positif,2
mantap keren minggu langsung sampai tanpa antri mempermudah yang sibuk kerja terima kasih,Positif,2
terima terlalu banyak sangat membantu buat kita kenapa tidak pernah dibilang datang juga samsat,Negatif,0
habis bayar nya enggak bisa lebih bayar,Negatif,0
hasil gambar stnk kurang jelas,Netral,1
sangat membantu,Positif,2
bayar pajak kendaraan bermotor roda lebih mudah dan efisien enggak perlu antri cukup pakai aplikasi signal ini,Positif,2
manta enggak begitu jauh disitu kalau samsat duduk tapi jadi motor baru,Netral,1
sangat membantu luarr biasa bravo samsat polri,Positif,2
diganti lagi belum renovasi,Netral,1
bayar pajak lebih mudah sekarang ada biaya aplikasi dan bank jadi mahal,Positif,2
prosesnya sangat cepat harus bikin pengaduan sudah email besok hari sudah keluar proses,Netral,1
pelayanan lambat,Negatif,0
′,Netral,1
proses mudah dan cepat mantap,Positif,2
ok mantap tanpa harus datang ke samsat,Positif,2
sengaja buat bintang biar begitu notice jadi saya akan dapat kode bayar tapi ketika belum bayar lewat aplikasi ini dana shopee mbanking ini tetap enggak bisa masuk karena anda melakukan pembayaran pada jam malam ya apa bukan pagi,Negatif,0
mempermudah dalam bayar barang antar pemerintahan kota maupun enggak ada waktu,Netral,1
cepat dan nyaman seperti ini,Positif,2
wah bayar pajak tanpa repot tinggal tul tul hp hari sampai ke alamat rumah terima kasih,Positif,2
enggak ribet tinggal pakai hp menunggu drmh sambil ngopi sampai,Negatif,0
sangat membantu,Positif,2
lumayan membantu kalo domisili bukan dikota yang sama,Positif,2
polri semakin maju moga combat bukan melainkan slogan kepolisian polri bravo tni korps bravo,Netral,1
sangat membantu sekal besar orang perantauan yang suka langsung pulang kampung apalagi yang jelas beda alamat ktp nya kadang kalau langsung ke samsat suka dipersulit sangat tau kalau ini kalau tunggu dirumah hari saja yg sampai dengan selamat no ribet no capek ambil uang keluar disana saja terima kasih signal tanda kasih kantor pos,Negatif,0
membantu sekal transaksi mudah dan cepat dokumen juga bisa dikirim,Positif,2
penanganan sangat luamaa mending langsung ke samsat saja,Netral,1
diikuti setiap kali pengirimannya,Netral,1
bagus dan sangat efektif,Positif,2
sulit bayar data klik atau cuma kalau saja stop time dengan perbaiki lah mau tertip bayar klik kok dipersulit,Netral,1
mantap,Positif,2
payah saat daftar akun setiap kali selesai foto verifikasi selalu ada keterangan data tidak sesai kependudukan dukcapil aplikasi parah,Negatif,0
pelayan sangat baik terima kasih,Positif,2
terima kasih beliau memberikannya kemudahan agar orang yang terlambat dapat datang secara langsung menuju samsat keren,Negatif,0
mantap signal segalanya jadi mudah tanpa ribet kesan kesini terutama yang sibuk oleh waktu simple dan mudah terima kasih sigma nb mohon tambahkan sidik jari untuk login guna menghindari hacker penipuan saat transaksi,Negatif,0
minggu lebih baru sampai agak malas sih,Netral,1
ini tumben banget fisik pajak nya belum dikirim sudah bulan samsat kota tangerang,Netral,1
untuk film provinsi jawa jabar tolong sediain blitar,Netral,1
langganan setiap tahun rekomended ok bamget,Netral,1
aplikasi yang bagus berguna bagi orang yang ingin bayar pajak tapi tidak perlu datang langsung ke samsat cukup dari handphone bayar dan stnk diantar ke rumah,Positif,2
memudahkan tenaga dalam menangani,Netral,1
apk sampah dari tahun hingga akhir tahun selalu alasan sedang pemeliharaan alasan pemeliharaan memang klasik tapi itulah yang selalu di gunakan institusi ini sok sok an meluncur kan aplikasi tapi sdm institusi ini dibawah rata jadi tau sendiri lah blok saja aplikasi sampah ini,Negatif,0
nya sayangnya sayang kampung nya lelet banget,Negatif,0
mantap sangat membantu sekal,Positif,2
kurang tanggap antara yang di makan ialah yang di ambil di kirmnya enggak lngsng di serah ke pos masa saya nanyain terus baru di kirim pdal po kilat tapi dari mulai saptu sore saya ada sampai sekarang belum datang saya cek di kantor pos baru sampai kantor pos itupun pulang saya tanya terus baru rbo siang di krim ya elah pak pak karena masih wilayah tegal sampai ini tidak harusnya hari dah bisa nih deh mau hari bagaimana nih,Netral,1
terima melalui samsat jombang provinsi jawa timur bukti fisik pembayaran pajak tahunan sudah diterima dari pengirim samsat jombang ke kik di lamandau dengan estimasi hari di waktu transaksi dan sebenarnya jatuh tempo masih jauh kita dari itu berhasil transaksi pembayaran supaya tidak mungkin dekat dengan jatuh temponya sudah mencoba tapi hari terkendala ke validasi nik di aplikasi tetapi di hari ke akhirnya berhasil,Negatif,0
bisa jadi dibuat yang sudah sesai kerentuan enggak bisa dibilang kacaw syuting,Negatif,0
sangat mudah untuk digunakan,Positif,2
alhamdulillah aplikasi signal yang mempermudah masyarakat untuk membayar pajak,Positif,2
adminnya lumayan cukup memadai,Netral,1
proses mudah dan cepat terima kasih signal,Positif,2
menghemat waktu sih dengan aplikasi ini,Netral,1
proses perpanjangan dan pengiriman cepat,Positif,2
kok otp nya enggak dikirim padahal sudah cek email wa sama pesan masih enggak ada woyy tolong difixing aplikasinya developer nya tolong standby apalagi bugs di production itu urgen dan critical kategori nya sudah bad mood enggak jelas mending uninstall lagi apk nya,Netral,1
bagus kali saya pesan semua diantar terima kasih terus maju aplikasi signal samsat digital nasional,Positif,2
pelayanan yang bersifat baik dan mempermudah bagi wajib pajak taat beribadah juga,Netral,1
bagus kalau ada notifikasi sebelum habis,Positif,2
mudah dan cepat,Positif,2
membantu memudahkan dalam pembayaran pajak motor biaya lebih murah,Positif,2
file lebih dengan website client bisa bayar pajak copy mohon perbaiki,Negatif,0
apalah daftar enggak bisa² bilangnya data tidak sesai harus laporan pergantian data ke dukcapil sudah laporan via email juga enggak ada tanggapan samsek giliran bayar telat di denda ini menyusahkan warga saja bikin aplikasi cuma buat ngabisin anggaran tapi menyulitkan pengguna,Negatif,0
dimana transaksi yang ke 15 nya di manta dan efisien karena,Netral,1
leg banget hari tidak bisa di buka,Negatif,0
karena itu system nya tolong dibantu ketika mau tambah data motor bermotor jadi bersih padahal disini sudah benar semua e memang aplikasi kita belum bisa support kita mau ganti pajak tertib lho yang di dapatkan warga masyarakat nya,Negatif,0
daftar kata lain terus menerus mau bayar contoh saja maaf persulit,Negatif,0
bagus cepat hemat tenaga,Positif,2
1999 gagal memasuki data terbaru secara jelas,Negatif,0
terima kasih layanan signal sekarang enggak perlu ke tempat pajak untuk pembayaran pajak motor cukup lewat aplikasi ini dipermudah jadi untuk yang sibuk mudah banget,Positif,2
bagus mempermudah jadinya keren,Positif,2
mohon dijawab apa bisa digunakan untuk motor atas nama orang lain mhon dijawab,Netral,1
aplikasi ini sangat membantu sekal,Positif,2
praktis bayar pajak motor tanggal duduk manis saja,Positif,2
sangat rekomendasi,Netral,1
bagus,Positif,2
pilihan pembayaran masih rancu harusnya dari awal ada pilihan pembayaran mau pakai bank apa atau dompet digital apa jadi enggak bingung ini kode bayar ternyata enggak bisa di pakai di bbrapa bank tapi over all sangat membantu jiwa yang malas keluar,Negatif,0
sangat bermanfaat mudah dan praktis,Positif,2
sudah hari belum di proses,Netral,1
belum bisa daftar terkendala verifikasi ktp musti ke disdukcapil padahal kalo urusan ke bpjs bank dan lainnya tidak ada masalah dengan ktp tolong di benerin lagi,Netral,1
jogja mengadakan tiap hari sampai tahun stnk yaitu mantaapp,Netral,1
nah begini mempermudah serius mau lu di luar kota mana pun stnk tetap sampai,Netral,1
jangan suka kita enggak ribet,Negatif,0
tanpa ktp pemilik bisa enggak mengurus secara online,Netral,1
kenapa kan daftar susah banget alsan asal nama ya sesai kan nya,Negatif,0
terus mengarahkan kendaraan ke darat dan terus mohon diperbaiki aplikasinya,Negatif,0
