review_text,label
mantap,Positif
good app,Netral
mantap sangat membantu jadi enggak perlu ijin kerja buat mengurus ke samsat selalu pakai aplikasi ini buat bayar pajak,Positif
sangat bermanfaat,Netral
sangat memudahkan saya membayar pajak motor terima kasih,Positif
menu pembayaran sangat lama sampai sekarang belum terbuka,Netral
sangat membantu masyarakat yang ingin memperpanjang surat² kendaraannya tanpa harus ke kantor samsat aplikasi juga sangat mudah digunakan dan simpel,Positif
prosesnya lamaa,Netral
alhamdulillah sudah selesai dengan aman dan cepat,Positif
mohon diperbaiki lagi kalau seperti saya motor sudah pihak ke tidak ada ktpnya susah juga untuk daftar padahal dengan adanya online harusnya lebih dipermudah kalau saya mau cari ktpnya dan harus keluar kota jauh ya sama saja,Negatif
mantap,Positif
sudah aku ganti ya min jadi bintang banyak soalnya sudah bisa sign up dan sudah bisa bayar pajak kendaraan dengan mudah cuma kureng di pengiriman yang luama pol padahal deh pakai yang express semoga lebih di tingkatkan lagi kedepannya semangat,Positif
penetapan tidak sama dengan pembayaran,Netral
sangat memuaskan sangat membantu kita enggak perlu datang ke samsat isi prosedur ketentuan bayar adminnya habis itu langsung di kirim kerumah stnk nya yang penting data dan pajak kita benar,Positif
untuk pembayaran ok bisa cepat tapi untuk pengiriman e tbpkp sangat lama padahal sudah pilih paket kilat biar cepat sampai tapi sudah minggu status masih tetap pra collecting pernah tanya via chat di suruh menunggu hari kerja tapi hasil tetap sama status tidak berubah dan belum dikirim sangat kurang profesional dalam pelayanan,Positif
meminta dikirim otp karena lupa password otp telat sampai waktu diinput notifikasinya kedaluwarsa kali dicoba kayak begitu terus dicoba lagi eh katanya sudah meminta kali otp coba lagi besok tolong diperbaiki bug nya,Netral
ok cepat dan aman,Positif
kali memuaskan transaksi ketiga saya kurang puas karena amplop yang dikirim enggak pakai plastik kayak yang ke dan ke alhasil dengan kurir yang asal lempar ke teras rumah amplop itu rusak dicakarin kucing yang masuk ke rumah untungnya enggak hujan kalo hujan wasalam itu amplop basah kena hujan tolong perbaiki paking an pengiriman ya pak bu itu dokumen penting soalnya bukan surat cinta,Netral
baik dan cepat,Positif
bukti pembayaran pajaknya belum tanda bukti pelunasan kewajiban pembayarannya belum diterima wp,Netral
dengan aplikasi ini saya sekarang pajak kendaraan lebih mudah bukti pajak dikirim sampai rumah dengan aman stample pengesahan di stnk dikirimkan dengan barcode hologram kecil yang ditempel pada kolom tahunan sangat menghemat waktu dan cukup hanya dengan handphone dan duduk santai dirumah kalau bisa tambah menu supaya blokir motor juga bisa dan enggak harus datang ke samsat terima kasih note stiker hologram sudah beberapa kali pajak sudah tidak dikirim bersama skp nya,Positif
sangat membantu sekal ditingkatkan lagi,Positif
sangat membantu dan mantap membuat masyarakat mudah dan praktis untuk membayar pajak kendaraan luar biasa signal tingkatkan terus layanan nya makin mudah membayar pajak kendaraan,Positif
pengirimannya terlalu lama,Netral
ini pengiriman oleh pos indonesia berapa lama dan no resi untuk cek nya dimana dilihatnya,Netral
kenapa ya pak kok saya mau daftar gagal terus verifikasi ktp,Negatif
oke mantap banget bayar pajak kendaraan online lebih murah harganya daripada bayar ke samsat langsung tapi menunggu surat stnk nya lama sekal mingguan baru diantar sama kurir pos,Positif
joss gandos tanpa perlu kemana mana stnk langsung datang ke rumah tapi untuk pajang tahun ini lebih mahal dari tahun lalu,Netral
pertama kali membayar pajak kendaraan menggunakan aplikasi signal ini adalah kemudahan bagi orang yang sangat sulit dalam bekerja dan tidak bisa untuk memperpanjang di samsat langsung ini adalah pilihan terbaik kalau seperti ini caranya saya jadi semangat dan rajin untuk membayar pajak tepat waktu serta ada kemudahan yaitu pemutihan jadi saya sangat senang sekal kedepannya saya pasti akan membayar pajak rutin setiap tahunnya dan menjadi orang yang taat dalam membayar pajak sebagai wni tks,Negatif
cs pengaduan kurang kompeten pelayanan buruk solusi tidak memuaskan,Negatif
susah masuk harus daftar pakai ktp pemilik asli menyusahkan bikin apk itu harusnya untuk mempermudah,Negatif
sangat membantu prosesnya juga gampang dan cepat pertahankan,Positif
mantap cepat tepat praktis,Positif
sangat bagus cepat tepat akurat,Positif
prosesnya cepat sekal mantap banget salam presisi,Positif
keren semoga tetap amanah,Positif
perlu di buat rapi lagi ui ux nya gunakan tenaga lokal yang terampil untuk perbaikannya,Netral
mantap pengiriman cepat,Positif
mudah enggak mengantri kalo bisa sih semua pelayanan termasuk ganti kaleng bisa online juga sangat membantu buat yang enggak ada waktu luang mengurusi yang antri antri,Positif
baru pertama bayar pajak kendaraan akhirnya selesai juga dan tbpkp sampai juga meskipun samsatnya di luar provinsi awalnya ada kesulitan untuk proses bayarnya melalui mbanking yang sudah diperoleh kode bayarnya dari aplikasi signal pelayanan melalui email juga memuaskan dan sabar memberikan arahan saat kesulitan alhamdulillah sudah selesai proses pembayaran pajak tahunan terima kasih,Positif
mantap,Positif
layanan cepat sempat terkendala saat akan bayar lewat sama bangking baca maupun bri hanya berputar putar koneksinya akhirnya bayar lewat tokopedia selesai,Positif
semoga sukses selalu dengan aplikasi ini,Positif
ok done,Netral
buat apa ada pilihan kendaraan yang dimiliki keluarga satu kakak tapi selalu gagal ketika mau mendaftarkan kendaraan,Negatif
apk yang sangat membantu,Positif
sangat puas dengan layanan aplikasi signal prosesnya tidak ribet cepat dan responsif semoga tiap layanan buat masyarakat segampang ini agar semakin menumbuhkan kepercayaan dan masyarakat merasa terlayani dengan nyaman ayo taat pajak buat masyarakat yang bijak,Negatif
bayar dari rumah cepat praktis sesai harapan,Positif
respont cepat terima kasih signal samsat,Positif
alhamdulillah walau harus download aplikasi tapi ending ya sangat memudahkan perpanjang stnk tahunan enggak perlu ke samsat lagi cuma buat cetak sudah tinggal tunggu pak pos datang ke rumah semoga yang pajak tahunan bisa online juga,Positif
setelah bulan baru datang hari ini,Netral
aplikasi ini sangat membantu dalam melakukan pembayaran pajak motor jadi kalau sibuk kerja enggak ada waktu ke kantor samsat tinggal pakai aplikasi ini dijamin cepat proses untuk pembayaran nya,Positif
sangat memudahkan terima kasih aplikasi signal,Positif
sangat membantu e tnkb sudah di terima via mantap enggak sampai satu minggu selesai sudah dikirim pokoknya satset deh,Positif
sangat membantu,Positif
mantap betul,Positif
proses cepat dan mantap untuk pengiriman yang perlu ditingkatkan kecepatan pengirimannya tks,Positif
bisa tolong di info ini sudah mau seminggu kenapa stnk saya belum sampai,Netral
satset enggak ribet good job,Negatif
sangat membantu sekal dengan ada nya samsat online,Positif
lama bisa sampai hari,Netral
good,Netral
sangan terbantu terima kasih ya,Positif
mudah dan cepat,Positif
proses perpanjangan dan pengiriman cepat,Positif
pangantaran dari pos indonesia yang lama,Netral
ok tapi bisa dipercepat proses nya,Netral
mantap terima kasih,Positif
simpel cepat dan mudah langsung dikirim ke alamat rumah,Positif
bagus mempermudah untuk bayar pajak,Positif
di pra collecting kurang lebih hari dan di sudah hari lebih status enggak berubah masih pra collecting,Netral
memudahan buat yang sedang merantau,Netral
sangat membantu sekal,Positif
pengiriman cepat enggak perlu datang lagi ke kantor pajak tinggal duduk manis di rumah selesai,Positif
mobil tua saya masa berlaku stnk sampai dengan pajak daerah telat bulan tapi di informasi cek status ranmor aplikasi signal tertulis tidak berlaku dimana letak kesalahan apakah telat membayar pajak kendaraan yang belum sampai setahun data kendaraan akan dihapus,Netral
cepat dan praktis tanpa harus datang sudah bisa bayar pajak motor,Positif
cepat proses cepat sampai nya terima kasih signal,Positif
verifikasi gagal terus heran ah,Negatif
mantu byar pajak jadi mudah pengiriman sukses terima kasih samsat digital okee,Positif
live chat nya buruk sangat pelayanannya,Negatif
mantap,Positif
saya mau daftar saja sulit enggak bisa bisa sudah di un install berulangkali sama saja,Negatif
oke baik,Netral
cepat,Positif
super praktis,Positif
ok,Netral
sangat membantu sekal karena kesibukan jadi bisa di kerjakan dari rumah,Positif
enggak jelas sudah muncul kode bayar tapi enggak bisa di bayar sudah hari ddi coba enggak bisa,Negatif
lambat pengiriman,Negatif
ok,Netral
saya kasih bintang jika pajak tahunan juga bisa di apps ini,Netral
pengiriman lama pembayaran tanggal sampai tujuannya tanggal hadehh,Netral
kenapa saya mau masuk no hp tidak terdaftar terus dulu lancar² saja kok sekarang ribet banget,Negatif
aplikasinya kurang berguna banyak punglinya di samsat kotabumi,Netral
sangat membantu sekal buat bayar pajak mudah dan praktis terima kasih,Positif
sedikit ada kendala tapi cepat di proses thnkyuu memudahkan orang perantauan,Positif
sat set mantap,Positif
sangat beraroma mantu pokoknya kalau deh tinggal klik,Netral
sangat membantu apalagi didaerah yang sering mengantri disamsatnya,Positif
fiturnya perbaiki lagi baik di android maupun di ios terutama bagian pilihan pengiriman,Netral
alhamdulillah ini aplikasi yang sangat memudahkan semoga semakin banyak jenis layanannya di aplikasi ini,Positif
lebih praktis dan cepat,Positif
cepat mudah dan recommended,Positif
sangat membantu,Positif
praktis,Positif
simpel enggak ribet,Negatif
sangat gampang mudah dalam membayar pajak kendaraan,Positif
alhamdulillah stnk sudah sampai mudah dan cepat,Positif
prosesnya mudah cepat transparan pengiriman e tbpkp via pos juga cepat sangat membantu terima kasih,Positif
tiap tahun saya selalu bayar online sekarang sudah malas pakai online terlalu banyak embel²nya ada biaya tambahan dulu cuma ongkir doang sekarang selisihnya hampir ribu dgan bayar offline sekarang kembali lagi ke offline saja lumayan rebu buat beli nasi padang sekarang menambah lagi biaya perbankan total ribu,Netral
saya mulai pembayaran tanggal sekarang sudah tanggal tapi stnkb saya sampai sekarang belum sampai juga status di aplikasi signal sudah pengiriman tapi setelah saya cek resi pos indonesia masih pra collecting sudah melakukan pengaduan tapi enggak ada perubahan nya sama sekal tidak ada solusi atau pun saran akhirnya saya ambil langsung ke samsat balaraja dan ternyata dokumen sudah dicetak tapi sama pihak sana tidak di kirim deh rugi biaya pengiriman sama waktu,Negatif
sangat praktis,Positif
bagus cepat enggak pakai lama dan antri keren,Positif
mantap sesai jadwal,Positif
bagus,Positif
memudahkan menghindari antrian,Netral
mantap cepat tepat,Positif
mudah dan cepat prosesnya terima kasih,Positif
baik dan cepat untuk pelayanan,Positif
masa tunggu terlalu lama sampai hari,Netral
simpel cepat sampai,Positif
sangat praktis,Positif
mempermudah pembayaran pajak,Netral
mana woyy di aplikasi selesai tapi kantor pos indonesia enggak sampai paket bukti fisik pajaknya waduh,Netral
cepat sangat efisien tidak pakai mengantri,Positif
baik dan cepat cuma pihak pos sangat lambat hari kerja baru di kirim,Negatif
good,Netral
good,Netral
kurang notifikasi saja sih biar jadi pengingat tentang pembayaran stnk yang hampir jatuh tempo begitu,Netral
sangat bermanfaat terima kasih,Positif
manfaat,Netral
mantap bayar pajak jadi lebih mudah,Positif
lumayan,Netral
mantap dikirim langsung,Positif
okeh sudah bisa,Netral
memudahkan pembayaran bagi orang yang sibuk,Netral
pengirimannya dipercepat namanya juga kilat satu kota lagi,Netral
amanah mantap,Positif
praktis sangat membantu,Positif
mantap hanya berapa hari stnk deh jadi terima kasih,Positif
sampai ketujuan,Netral
terima kasih stnk saya sudah sampai rumah saya orang perantauan dengan adaya aplikasi sangat membantu bisa perpanjang dari mana saja lewat onlen,Positif
lebih praktis tanpa harus antri stnk langsung di kirim ke alamat tujuan semoga untuk yang beli kendaraan second juga bisa biar tidak terlalu banyak biaya,Positif
alhamdulillah stnk nya sudah saya terima terima kasih signal sudah membantu dan mempermudah untuk pembayaran pajak kendaraan melalui online,Positif
alhamdulillah lebih mudah untuk pembyaran,Positif
ok banget,Netral
tepat sudah sampaii,Netral
tahun kemarin proses pengiriman hari tahun ini hari sampai setelah penerbitan,Netral
okeoke mantap,Positif
kalau dapat pembayaran tidak harus satu kartu keluarga bisa dibayar di signal atas nama pemilik kedua supaya tidak ribet,Negatif
sangat membantu karena tidak harus ke tempat nya langsung seperti samsat bank atau yang lainnya hanya saja untuk prosesnya yang agak sedikit lama,Positif
alhmdllh dengan pelayanan samsat berbasis aplikasi seperti ini sangat membantu menjadi warga negara yang taat pajak dan dipermudah cara bayar pajak dengan pelayanan seperti ini selain lebih mudah dalam menjalankan kewajiban wajib pajak juga dapat menghilangkan percaloan,Positif
sangat membantu,Positif
keren dan nyata,Positif
pelayanan manta,Netral
aplikasi enggak jelas sudah isi data sesai yang ada di stnk malah enggak bisa daftar lu mau ngambil data orang atau bagaimana deh,Negatif
mantap cukup dengan berbaring bayar pajak motor sampai dirumah heheheh mantap tahun kemarin resi tak terlacak tahun ini mantap resi terlacak baik sampai di penerima ada status sudah terkirim mantap the real digitalisasi,Positif
mau bayar pajak motor tapi bukan atas nama sendiri karena belum balik nama harus punya data orang sblumnya yang dimana orangnya sudah tidak tahu tanggal dimana padahal cuma mau bayar saja tapi harus isi data orang sebelumnya jadi enggak bisa bayar secara online deh semoga ada kemudahannya secara motor lengkap tapi bayar pajak secara onlinenya terkendala karena data pemilik sebelumnya seperti nik kakak,Negatif
mantap,Positif
pengiriman dipercepat,Netral
sangat memudahkan membayar pajak kendaraan bermotor bagi saya yang susah libur buat ngurusnya secara offline terima kasih,Negatif
kalau buat pajak tahunan ganti planet bisa apa enggak,Netral
cepat sekal dan terpercaya,Positif
pelayanan baik dan cepat,Positif
dengan adanya signal sangat membantu kami meskipun dengan jarak jauh kita bisa membayar pajak dalam waktu yang tepat tanpa harus menunggu antrian dan terima kasih signal good pelayanan,Positif
,Netral
oke deh,Netral
mempermudah buat bayar pajak,Netral
bikin aplikasi yang beginian pun lelet hadeh indonesia padahal rakyat kasih duit ke negara lho,Negatif
app membatu sekal bagi saya memudahkan dalam pembyran pajak bermotor tanpa harus ke samsat mantu topp,Netral
sangat membantu memudahkan pembayaran tanpa ribet antri terima kasih,Negatif
pada pembayaran melalui bank selalu gagal sudah bank dicoba selalu gagal pembayaran samsat medan kota diperbaiki agar masyarakat mudah bayar pajak kenderaan,Negatif
di jamang semua sudah digital bayar pajak kendaraan enggak perlu ke samsat semua mudah tinggal isi data ikuti step stepnya bayar via mobilet bangking tinggal menunggu stnk datang dikirim via pos untuk wilayah kota bekasi biaya kirim sekitar ribu an paket datang hari,Positif
mantap cepat proses nya mudah mudahan kedepan bisa menambah yang pajak lima tahun ganti kaleng bisa secara online tinggal foto fisik sama rangka dan mesin nya ples unit nya sukses selalu,Positif
lebih mudah dan praktis,Positif
sangat membantu tidak perlu repot repot ke samsat lagi tinggal duduk santai di rumah fisik dikirim melalui pos indonesia semoga semua pelayanan publik kedepannya bisa dibuat secara digitalisasi,Positif
bintang dua dulu tombol navigasinya terlalu ke bawah mau klik profil sulit di klik tombol profil yang di atas juga terlalu ke atas sulit di klik,Netral
aplikasinya bagus dan praktis kita bisa bayar pajak tepat waktu walaupun kita lagi sibuk,Positif
mantap,Positif
alhamdulillah aplikasi ini memudahkan saya untuk bayar pajak kendaraan tanpa harus ngnatri datang ke lokasi bukti fisik dikirim ke rumah barakallaahu fiikum,Positif
mudah dan cepat sangat membantu,Positif
cepat aman,Positif
terima kasih sebanyak banyaknya sekal lagi terima kasih atas pelayanannya sangat luar biasa,Positif
manta lah membantu,Positif
saat daftar tambah kendaraan kok enggak bisa sudah dicoba berulang kali pun tetap gakbisa,Negatif
sangat membantu sekal untuk urusan byr pajak kendaraan tapi kecepatan pengiriman perlu di tingkatkan,Positif
sangat membantu sekal dan tidak mengganggu waktu aktifitas saya yang lain terima kasih,Positif
mantap enggak perlu waktu lama stnk dikirim sampai rumah,Positif
proses cepat sangat membantu buat saya yang susah cari waktu buat mengurus langsung,Negatif
mantap sangat membantu sekal semoga tetap menjadi yang terbaik bagi masyarakat terima kasih signal dan apa pos yang gercep,Positif
sangat membantu sekal proses mudah dan cepat sekal mantap,Positif
sangat mantap dan simple cepat good dah,Positif
proses cepat,Positif
sangat membantu dan mudah dalam pembayaran pajak mohon di pertahan kan kemudahan dalam pembayaran pajak nya agar pelaku pajak dengan senang hati untuk bayar pajak,Positif
ok,Netral
sangat mudah dan membantu sekal,Positif
sangat bermanfaat sekal untuk semuanya tidak ribet dan tidak antri lagi proses lumayan cepat,Negatif
alhamdulillah membantu sekal cepat pula,Positif
lumayan mempercepat proses biar enggak malas bayar pajak semoga tahun perpanjang plat nomer tahun kali bisa online juga agar mengurangi efek calo,Netral
awalnya ragu tapi alhamdu dokumennya langsung di kirim dua hari sampai terima kasih sangat memudah kan,Positif
manta,Netral
pelayanan cepat mantap,Positif
baru mencoba jadi kasih dulu bintangnya,Netral
enggak ribet sangat membantu proses cepat dan terjamin aman dalam pengiriman via pos nya,Negatif
cepat banget di kirim stnk nya sebelum nya bisa sampai mingguan soalny,Positif
bagus sangat membantu sekal bayar pajak kendaraan mudah dan di kirim langsung ke rumah tingkatkan terus,Positif
berfungsi cuman lambat di pengiriman,Negatif
aplikasi sudah bagus cepat proses nya tapi pengiriman sangat lama hampir hari setelah pembayaran selebih nya sudah ok sik cuma catatan nya di pengiriman stnk nya,Positif
bagus mempermudah warga,Positif
sangat membantu terima kasih,Positif
manta satset enggak ribet mempermudah untuk membayar pajak langsung dikirim kerumah,Negatif
ok,Netral
terbaik,Netral
perpanjang stnk jadi lebih mudah dan praktis,Positif
aplikasinya bagus keren lebih efisien waktu jadinya terima kasih,Positif
menjadi lebih mudah dengan adanya signal,Positif
kode otp dikirim kemana,Netral
pempermudah urus pajak kendaraan,Netral
lanjutkan,Netral
mudah cepat dan enggak ribet tepat waktu,Negatif
tidak bisa di buka aplikasi tidak penting bagi masyarakat,Negatif
bantu permudah pengurusan pajak kendaraan kalau bisa pajak plat juga bisa di urus lewat aplikasi signal,Netral
cepat manta,Positif
sangat baik mempermudah perpanjang pajak aplikasi tidak ada bug,Netral
cepat dan tanggap mantap,Positif
simpel dan satset no calo calo,Netral
simpel dan cepat,Positif
sangat membantu jadi semangat bayar pajak semoga pajak tahunan ganti plat dan cek fisik kendaraan bisa dibuat on line juga,Positif
saya mau daftarin kendaraan enggak bisa di karenakan ktp kepemilikan pertama enggak ada yang jadi susah harus peruk sedangkan posisi jauh di luar kota solusi nya bagaimana,Negatif
setiap ingin melakukan pendaftaran pengesahan stnk selalu tidak bisa saat menghubungi cs melalui live chat maupun email sama sekal tidak ada solusi,Negatif
sangat bagus terima kasih,Positif
terima kasih sudah membantu proses secara online jadi lebih mudah lebih cepat dan aman tapi memang beda nya tidak dapat kertas yang belakang nya yang ada stempel itu proses pun cepat terima kasih semua staf yang telah mmbntu,Positif
buat bayar susah sekal,Negatif
mantap,Positif
sangat membantu bisa diakses lewat smartphone dan tidak perlu antri,Positif
dengan adanya aplikasi ini bayar pajak jadi mudah tidak perlu antri dan menunggu lama trmks signal,Positif
pelayanan cepat dan praktis terima kasih signal,Positif
proses cepat,Positif
biarkan bintang yang berbicara,Netral
sangat membantu dan prosesnya sangat cepat,Positif
pelayanan online di samsat jepara sangat slow respons lama banget prosesnya pembayaran tanggal oktober stnk di kirim tanggal november itupun harus di hubungi dulu lewat ig whatsapp tolong hal seperti ini di perhatikan,Netral
apalah menu pembayaran muter doang enggak muncul nomor rekeningnya,Netral
sangat membantu bagi orang yang selalu sibuk kerja dan tidak berhubungan dengan oknum oknum calo,Positif
aplikasi mudah di gunakan prosesnya cepat,Positif
lancar nih asik tinggal kalo stnk bisa enggak ya lewat aplikasi,Positif
sesai harapan sangat membantu terima kasih indonesia,Positif
bagus banget sangat membantu,Positif
seminggu baru sampai lama,Netral
pelayanan top banget,Positif
sangat membantu,Positif
terima kasih banyak sudah sampai tempat,Positif
sangat baik proses cepat dan proses pengiriman cepat terima kasih,Positif
bagus cepat mantu pokoknya,Positif
aplikasi tolol banyak bug,Netral
mantap pajak dari rumah enggak antre,Positif
sudah satu bulan dokumen stnk asli belum juga dikirimkan ke rumah,Netral
sudah diterima proses nya semingguan terima kasih banyak jadi bisa bayar pajak walaupun lagi diperantauan,Positif
sangat membantu dan mempermudah bayar pajak kendaraan bisa di lakukan di mana saja tanpa perlu ke samsat langsung proses cepat dan mudah,Positif
keren lebih cepat,Positif
pengiriman perlu pekan untuk pengiriman ke kendal,Netral
aplikasi yang sangat membantu,Positif
institusi satu ini memang dari dulu enggak pernah berubah gua mau bayar pajak saja ada tambahan biaya perbankan ribu ada biaya platform ribu woi lu mau ngrampok uang rakyat apa bagaimana coba itu itung ribu dikalikan berapa juta orang pemakai aplikasi ini gila enggak ngotak banget biayanya,Netral
good job,Netral
manta,Netral
sangat membantu terima kasih,Positif
ok banget,Netral
sangat buruk sampai saat ini dokumen fisik belum sampai di rumah dan ada biaya tambahan lainnya khususnya biaya platform dibebankan kepada rakyat sepertinya negara sudah tidak mampu menanggung biaya seperti itu,Negatif
tambahkan buat pembayaran lampung di brimo sama dana enggak bisa,Negatif
proses pra collecting nya memakan waktu dari tanggal nov nov belum juga selesai mohon di tingkatkan,Netral
buat yang belum menggunakan apk ini jangan takut untuk menggunakan nya proses verifikasi cepat awal sempat ragu alhamdulillah setelah kurang dari satu minggu stnk sampai juga dirumah,Positif
prosesnya ternyata cepat,Positif
aplikasi ini mempermudah pengurusan pembayaran pajak tanpa harus keluar ke samsat,Netral
mau memasukan data kendaraan saja tidak bisa,Negatif
bagus dan cepat,Positif
membantu sekal masyarakat,Positif
apakah bisa dikirim ke alamat rumah hasilnya,Netral
pengalaman pertama bayar pajak tahunan oke sih simpel dan cepat thanks signal enggak dibayar ini benaran dan pengalaman sendiri lagi mager ke samsat go ahead,Positif
bayar online lewat signal sudah minggu belum juga dikirim buruk,Negatif
proses cepat dikirim langsung ke rumah stnk barunya,Positif
untuk pengiriman surat terlalu lama dari hari kamis sampai sekarang belum datang,Netral
aplikasi tak berguna,Netral
sampai hari ini stnk belum saya terima tapi status sudah di terima ini bagaimana stnk saya nasar ke mana,Netral
sangat membantu untuk bayar pajak monitor,Positif
bagus,Positif
sangat membantu,Positif
sangat membantu jadi enggak perlu repot dann harus cuti untuk pengurusan dokumen ini,Positif
penggunaan simple,Netral
mudah pendaftaran mantap,Positif
error ra kiro kiro pengenya cepat ternyta malah lamaa,Negatif
kendaraan milik satu kartu keluarga mending hapus saja kemudian di rubah jadi milik orang lain kan data bkpbnya juga sudah sama kita dan stnknya kemudian ada fakturnya kalian ini mau cari duit yang halal saja enggak usah dipersulit orang bayar pajak tolong pak purbaya ini memepersulit orang bayar pajak purbaya purbaya purbaya purbaya,Netral
mudah dan cepat terima kasih,Positif
sangat membantu sekal aplikasi ini,Positif
sangat terbantu sekal dengan aplikasi ini luar kota bahkan luar pulau pajak kendaraan tetap terkirim sesai alamat yang kita berikan mudah cepat,Positif
sangat mudah prosesnya tidak perlu ke kantor samsat biaya apa adanya,Positif
suratnya sudah di terima dengan baik untuk surat yang sebelahnya bagaimana ya kak yang bagian stempel nya enggak ada pembaharuan,Netral
apakah bisa melakukan cabut berkas online saya pengin balik nama dan pindah plat namun jarak nya jauh dan perlu kali tindakan,Netral
puas dan sangat membantu,Positif
susah buat daftar stnknya,Negatif
cukup profesional sayang masih lama prosesnya lebih dari minggu padahal secara sistem offlinenya bisa diproses dalam menit saja pak pos juga lama pengirimannya dari awal proses nov dan sampai ke rumah tanggal nov terima kasih kepada semua pihak atas kerjasamanya semoga menjadi lebih baik lagi,Positif
ini kenapa tidak bisa dikirimkan ke alamat saya pengesahan nya tolong segera perbaiki sistem pengiriman nya,Negatif
pengiriman cepat,Positif
,Netral
mantap banget sangat membantu sekal ueuy perpanjang sambil rebahan,Positif
mohon di percepat prosesny,Netral
top markotop sangat membantu dalam proses pembayaran pajak kendaraan tidak terhalang oleh waktu dan bisa di lakukan kapan saja,Positif
sangat membantu buat orang yang sibuk enggak harus datang urus cukup pakai jari pajak terbayarkan jadi lebih mudah,Positif
sangat memudahkan pembayaran pajak kendaraan cuma kok ada tambahan biaya aplikasi dan bank masing²,Netral
pelayana signal bagus dan cepat yang lambat di pengiriman pos nya,Negatif
sat set keren,Positif
sangat membantu,Positif
manta,Netral
sangat membantu sekal jadi lebih cepat dan tidak perlu antri,Positif
sangat membantu dan cepat prosesnya walaupun online,Positif
proses sangat cepat dan sangat mudah,Positif
sangat membantu,Positif
alhamdulillah sangat memudahkan dalam pembayaran pajak tahunan,Positif
memudahkan kita untuk tidak ke kantor hanya bisa bayar lewat aplikasi,Netral
aplikasi sangat membantu jadi mudah bayar pajak kendara enggak perlu antri,Positif
mudah cepat dan nyaman tidak harus antre ke samsat,Positif
cepat dan tidak ribet,Negatif
istimewa,Netral
sangat mudah bayar di signal,Positif
ok,Netral
alhamdulillah sudah beberapa kali bayar stnk via apk signal punya saya suami maupun anak lebih mudah tidak memakan banyak waktu terima kasih samsat juga kantor pos,Positif
pemrosesan lambat menunggu minggu baru sampai rumah,Negatif
sangat membantu kita yang sibuk dan jauh untuk bayar pajak ke samsat semoga semakin baik,Positif
cepat biaya tambahan ongkir dan biaya aplikasi diluar biaya stnk,Positif
sangat membantu proses cepat,Positif
mantap tidak lama dan tidak ada sandiwara,Positif
mantap tapi kalo bisa ada pilihan ekspedisi lain atau grab gosend instan,Positif
oke banget mempermudah perpanjangan stnk tanpa harus ke kantor,Netral
sangat mudah dan proses cepat tidak perlu antri,Positif
proses pngerjaan cepat dikirim ke alamat sampai hari dari tanggal pembayaran,Positif
signal mantap,Positif
pelayanan cepat dan memuaskan enggak perlu antri dan tinggal duduk santai,Positif
mudah dengan adanya signal cuman pembayaran sept stnk diterima november bulan prosesnya,Positif
sangat membantu buat bayar pajak tahunan yang belum sempat ke kantor samsat,Positif
mudah sekal,Positif
semoga di momen yang pas di jam siang kalo mau transaksi,Netral
cukup membantu untuk kedepannya bisa ditingkatkan lagi,Positif
ok,Netral
semoga perpanjang lima tahunan juga bisa pakai aplikasi ini karena sangat memudahkan kami masyarakat,Netral
alhamdulillah aman,Positif
mantull aplikasi sangat membantu bayar pajak motor tahunan tinggal duduk manis sambil menunggu pak pos antar kerumah terima kasih signal,Positif
alhamdulillah sudah sampai praktis sat set,Positif
sangat membantu dan mudah perpanjang stnk di signal,Positif
hari yang lalu iseng buka aplikasi signal eh ternyata bisa bayar pajak yang terlewat jatuh tempo april akhir aku bayar saja sekarang nop dan meminta dikirim ke rumah alhamdulillah prosesnya mudah dan lancar loh aduh senang banget jujur ya gue tuh paling malas ke samsat karena disana banyak orang yang menawari aneh untung ada aplikasi signal keren,Positif
mempermudah,Netral
proses cepat surat nya di kirim lngsng ke rumah tanpa harus capek jauh ke samsat terima kasih banyak sudah ada aplikasi ini sangat membantu,Positif
bagus,Positif
,Netral
puas,Netral
kode bayarnya eror terus bagaimana solusinya ini,Netral
mantap pembayaran cepat cuma waktu pengiriman saja yang agak lama,Positif
good job,Netral
baguz,Netral
aplikasinya bagus tapi waktu pengirimannya meskipun sudah pilih express butuh seminggu lebih,Positif
sampai tempat tujuan dengan aman,Netral
kerja bagus dan amanah,Positif
bisa dikirim ke rumah euy awalnya ragu tapi sampai juga mantap polri terus berbenah,Positif
semoga portal negara makin maju lancar dll agar mampu mengurangi beban masyarakat di tengah kesibukan masin lanjutkann,Positif
simple praktis tinggal menunggu di rumah ngopi sambil udud,Positif
mantap,Positif
bagaimana cara cek pajak plat monitor ya pakai aplksi ini bisa enggak ya soal ya baru download,Netral
lebih praktis dan lebih mudah sangat membatu,Positif
sangat membantu sekal apk ini,Positif
bayar pajak bisa di signal tapi error pilihan untuk dikirim kerumah terpaksa pilih samsat untuk update stnk eh sampai samsat balaraja malah disuruh fotocopy lagi dan yang lucu nya silakan bapak balik lagi ke samsat besok atau lusa atau kapan kapan karena kita kardus menarik data dari kantor pos lah kan saya jadi bingung di aplikasi enggak bisa kirim kerumah tapi malah berkas lagi dikurir pos apa apaan ini signal enggak mempermudah perpanjangan stnk saya kecewe harus bolak balik kayak begini,Negatif
lumayan simpel tanpa antrian,Netral
lagi eror apa bagaimana sih kok dari kemarin byar pajak enggak bisa,Negatif
