review_text,label,label_encoded
pelayanan cepat dan sangat simple,Positif,2
ok mambantu,Netral,1
keren terima kasih,Positif,2
bikin sulit ditemukan login berhenti disini,Negatif,0
aman cepat pula hanya harian sudah jadi,Positif,2
pokoknya sangat membantu ada ya aplikasi signal,Positif,2
tergolong sangat langka,Netral,1
error terus tidak bisa terhubung ke database bagus yang versi sebelumnya,Negatif,0
ok diterima dengan baik instan tanpa ribet cuma proses pembayaran tf terlalu banyak makan waktu hampir jam masih proses mohon diperbaiki lagi,Negatif,0
habis update data hilang informasi ditambahkan bensin tapi sudah sampai sekarang ini bisa bayar pajak,Netral,1
terima kasih signal bajar pajak kendaraan makin cepat lewat online tidak perlu mengantri lagi di samsat,Positif,2
lama pacaran nya,Netral,1
apk terbaik dan ter the best kedepannya semoga semakin berkembang terus,Netral,1
ok ada biaya jasa bank dan lain,Netral,1
top proses pembayaran pajak kendaraan jadi lebih cepat efisien waktu,Positif,2
cuma terkendala di pembayaran masih sayang kalau tidak off bank bisa melalui account public seperti hanya toped go perusahaan,Negatif,0
manta proses cepat thx signal,Positif,2
alhamdulillah sudah sampai dan mudah dengan adanya aplikasi signal jadi enggak perlu repot repot antri di kantor samsat terima kasih apk signal,Positif,2
sangat berguna bagi orang yang tidak sempat waktu ke kantor samsat,Netral,1
mudah dan cepat,Positif,2
bagus pol satset,Positif,2
hanya usah diadakan perpanjangan tetapi cukup di rumah tanpa apl dan memang memiliki banget sangat tinggi,Negatif,0
sepertinya layanan belum tersedia untuk provinsi barbel selalu gagal dalam pembayaran update setelah melakukan update ke versi v saya bahkan tidak bisa melakukan pendaftaran pengesahan stnk,Negatif,0
bagus,Positif,2
heran susah banget buat daftarnya padahal saya rasa sudah benar data²nya gagal bae gagal bae,Negatif,0
pengiriman jumlahnya cukup banyak,Netral,1
cukup cepat layanan nya terima kasih,Positif,2
cepat dan tepat,Positif,2
sangat membantu kami pak terima kasih,Positif,2
mudah praktis dan efisien waktu buat para pekerjaan,Positif,2
pas angka p p kode pembayaran selalu saja sudah d coba dari agustus sampai september masih minim error pns cs tidak mendapat error respons terpaksa nunggak pajak dulu karena lokasinya jauh,Negatif,0
kok mau tanya dono kamu semua bisa masuk dengan melalui shopee dana gopay kok itu tidak terjangkau saya dari jawa barat,Negatif,0
patroli lambat datangnya,Negatif,0
oke selama ini praktis dan mudah untuk pembayaran pajak kendaraan bermotor secara online di signal cepat diproses dan dikirim oleh petugas kantor pos kerumah tingkatkan terus kinerjanya dan terima kasih,Positif,2
mudah diakses sangat membantu kecepatan perlu ditingkatkan,Positif,2
ok hemat waktu biaya,Netral,1
mantap tapi pengiriman agak lama yang ke kalinya,Positif,2
mantap,Positif,2
mohon diperbaiki lagi semua seperti kalau motor sudah pihak ke tidak jadi ktpnya susah masuk untuk daftar padahal yang adanya tersebut harusnya sekarang dipermudah kalau saya mau cari ktpnya kalau harus sayang kota jauh ya bisa saja,Negatif,0
mudah atau tidak berbahaya,Negatif,0
sebetulnya aplikasinya membantu banget cuman sayangnya setiap pengisian data selalu gagal dan harus mencoba lagi di hari berikutnya dan enggak bisa langsung begitu semoga kedepannya bisa ditingkatkan lagi,Negatif,0
sangat membantu,Positif,2
lebih singkat dan pengirimannya,Netral,1
juga bisa pembayaran,Negatif,0
karena memudahkan untuk yang tidak bisa langsung ke samsat selama proses belajar,Negatif,0
dan tidaknya proses sampai penerbitan dokumen cepat cepat saja tahap pengiriman sangat singkat butuh waktu lebih dari hari dari selesai penyebaran dokumen,Negatif,0
enggak bisa login payah,Negatif,0
terima kasih signal sangat membantu sekal bayar pajak tanpa ribet,Negatif,0
sudah banget masa jabatan fisik enggak dikirim pulang cukup berbulan waktu giliran kalau bali katanya mau bayar lagi di apk sudah bayar,Negatif,0
tanpa dengan pemilik paspor enggak mengurus secara massal,Netral,1
mau lihat daftar sudah susah,Negatif,0
sangat berguna bagi orang dan tidak sempat masuk ke instansi polisi,Netral,1
apaan jadi nomor 3 dari enggak bisa jadi sudah mencoba foto belakang lewat sama bangking memakai dompet digital dana cuma saja enggak bisa di bayar barang jadi lewat tas tempo,Negatif,0
pertama mencoba sih sangat bermanfaat dan mudah mau coba yang kedua dan ketiga nih,Positif,2
daftar gagal semua keterangan data tidak semua dikcapil informasi daftar yg sama,Negatif,0
situ dongok,Netral,1
pertama kali coba pakai aplikasi ini alhamdulillah puas sangat memudahkan dalam pembayaran proses pengiriman dokumen pun sangat cepat terima kasih semoga sukses selalu,Positif,2
sangat membantu,Positif,2
pelayanan cepat,Positif,2
manta enggak perlu antri sungai sembarangan supaya berkurang,Netral,1
sangat membantu,Positif,2
layanan cepat sampai tujuan,Positif,2
foto dia padahal belum lulus ini padahal sudah sesai ktp yang benar,Negatif,0
aman diterima dengan baik terima kasih,Positif,2
melakukan chat pengaduannya otomatis robot yang cepat dan pengirimannya sangat lambat cepat kirim tetapi tidak jadi dikirim tanggal,Negatif,0
min mau bayar kok lama banget lading nya saya mau lanjut ke pembayaran masih lading terus dari tadi sudah hampir jam saya menunggu enggak masuk masuk masih muter terus,Netral,1
aplikasi mudah terkena enggak ribet bebas terkena respons cepat kebocoran dokumen via pos sampai hari terakhir pembayaran alamat terima alamat,Negatif,0
𝚂𝚊𝚗𝚐𝚊𝚝 𝚜𝚊𝚗𝚐𝚊𝚝 𝚖𝚎𝚖𝚋𝚊𝚗𝚝𝚞 𝚑𝚊𝚗𝚢𝚊 𝚍𝚎𝚗𝚐𝚊𝚗 𝚖𝚎𝚗𝚊𝚖𝚋𝚊𝚑 𝚘𝚗𝚐𝚔𝚘𝚜 𝚔𝚒𝚛𝚒𝚖 𝚟𝚒𝚊 𝙿𝚘𝚜 𝙸𝚗𝚍𝚘𝚗𝚎𝚜𝚒𝚊 𝚙𝚎𝚛𝚙𝚊𝚗𝚓𝚊𝚗𝚐𝚊𝚗 𝚂𝚃𝙽𝙺 𝚜𝚊𝚝𝚞 𝚑𝚊𝚛𝚒 𝚔𝚎𝚖𝚞𝚍𝚒𝚊𝚗 𝚛𝚎𝚜𝚒 𝚙𝚎𝚖𝚋𝚊𝚢𝚊𝚛𝚊𝚗 𝚙𝚊𝚓𝚊𝚔 𝚜𝚞𝚍𝚊𝚑 𝚜𝚊𝚖𝚙𝚊𝚒 𝚍𝚒 𝚊𝚕𝚊𝚖𝚊𝚝 𝚝𝚞𝚓𝚞𝚊𝚗,Netral,1
baik,Netral,1
selalu gagal saat registrasi dengan alasan bla bla bla,Negatif,0
sangat membantu praktis,Positif,2
aplikasi enggak jelas daftar lain minta aja ke malah sudah jadi username mail dengan no hpnya dan klik lagi malah belm terdaftar tolong dong pemerintah kalo bikin datang yang jadi terima kasih,Negatif,0
daftarin kendaraan jadi enggak saya bisa notif selalu bilang mati saja kendaraan anda sudah memiliki aplikasi,Negatif,0
kenapa susah mengambil registrasi plat mobil ayahnya terus nomer kakak adiknya juga tidak update mobil adiknya terus menghubungi cs belum ada respons,Negatif,0
adalah orang yang sibuk bekerja dan sudah jadi perpanjangan stnk,Negatif,0
maka pembayaran tidak pernah berhasil di pakai di semua media pembayaran sehingga jadi terbayar tapi transaksi kadaluarsa dan pembayaran fisik tapi tidak ada yg bisa di pakai dalam payment karena kode bayar tidak terdeteksi tolong karena bayar bukan mempermudah atau mempersulit,Netral,1
sangat capet sekal proses nya,Netral,1
keren sih enggak harus pakai orang dalam semua sudah bisa di urus sendiri bahkan dari rumah yang jaraknya jauh mantap,Positif,2
kerennb,Netral,1
electric good,Netral,1
sangat membantu sebaiknya pembayaran tahun juga di permudah seperti ini,Positif,2
efektif dan cepat,Positif,2
sekarang enggak di kasih stiker pengesahan ya,Netral,1
sangat membantu karena lebih praktis tetapi setelah bayar untuk konfirmasi penerbitan e tbpkp cukup lama mohon ditingkatkan lagi,Positif,2
untuk apk nya simple sih dan mudah digunakan cuma pengiriman nya lama benar transaksi tanggal des baru sampai tanggal des semoga kedepannya bisa lebih cepat lagi,Positif,2
lagi dilepas mereka tidak bisa bayar apapun di app shop karena di chek lagi tidak lagi biar normal,Negatif,0
tolong yth id koin bayar bayar dengan metode pembayaran non kode bisa ada kapan request time mendapatkan uang,Negatif,0
sekarang tidak bisa lagi buat perpanjang pajak stnk,Negatif,0
terus ia di muka ktp dan sekarang mesti berkata berbeda berkali 1994 gagal keterangan lagi saja,Negatif,0
seharusnya e samsat provinsi mau itu hanya bali demokrasi di indonesia harus terintegrasi dan e zaman modern jadi kita masyarakat sudah merdeka papua mau bayar pajak hanya dengan sd migas domisili jabodetabek,Netral,1
mantap,Positif,2
lebih praktis dan enggak ribet,Negatif,0
pengiriman nya lama,Netral,1
ini bagaimana saya transaksi dari tanggal mei sekarang sudah mei tapi fisik stnk belum dikirim dan transaksi dianggap selesai maksudnya bagaimana saya bayar pos instan lagi menyesal enggak luangin waktu sehari ke samsat pembantu malah dibikin jengkel menunggu ini dari signal akhirnya dikirim juga dan diterima setelah sekan lama pengalaman ini mengajarkan lebih baik ke samsat langsung ajalah,Netral,1
untung maling pagar ya susah gagal mllu,Negatif,0
sangat membantu saat kita diluar kota dan tidak harus antri lagi,Positif,2
·,Netral,1
bagus mantap amanah proses cepat tentu mudah aman dan nyaman baru sampai di alamat tujuan dan buku yang sudah di perpanjang enggak pakai ribet nanti gunakan antre pokok untuk terima kasih semoga ke depan yang sangat kuat,Negatif,0
tetangga kita juga sibuk dan tidak bisa bekerja,Negatif,0
sudah tapi sesai arahan tetap bisa terus,Negatif,0
puas n cepat,Positif,2
verifikasi saja susahnya meminta ampun gagal terus,Negatif,0
tukang pos nya the best biarpun hujan tetap diantar good job nr postman,Netral,1
mantap enggak perlu keluar rumah untuk memperpanjang stnk bravo polri,Positif,2
cukup membantu tanpa berhadapan dengan petugas yang saat melayani tanpa senyum hahaha,Positif,2
sangat mudah dan efisien terima kasih,Positif,2
tidak usah ada perpanjangan stnk saja di antara induk apl ini memang saling tolong membantu membantu,Negatif,0
sesai desa,Netral,1
proses kirim lebih di percepat lagi sesai estimasi hari jangan sampai lewat bagus bagi orang yang sibuk dan tidak ada waktu luang ke samsat semoga terus berkembang apl ya sangat bermanfaat sekal,Positif,2
memudahan buat yang sedang merantau,Netral,1
tahun mungkin masih bisa saya baca kotak pajak untuk wilayah sulawesi tengah tapi di tahun ini tidak akan pakai surat pajak alasannya kenapa kah sampai kenapa mesti di lapor wilayah donggala,Negatif,0
sangat kurang,Netral,1
aplikasi yang bagus dan sangat membantu untuk pergantian plat nomor juga usahakan bisa secara online dengan mengupload video photo no mesin dan nomor rangka,Positif,2
ini pengiriman oleh pos indonesia berapa lama dan no resi untuk cek nya dimana dilihatnya,Netral,1
supaya dapat melakukan pengesahan stnk sudah lebih dari bulan padahal ceritanya jauh dari kota saat ada aplikasi bisa mempermudah eh malah belum mainan konten lagi di non aktifkan komentarnya apakah aplikasinya sejelek itu kalau tidak serius bikin aplikasi yang mending di hilangkan saja dari hal ini membuang anggaran lebih saja,Negatif,0
supply mempermudah,Netral,1
sulit untuk daftar sudah coba dibuat selama hari masalah di e ktp perusahaan membuat profil keterangan tidak terdaftar di dukcapil padahal saya sudah bilang aplikasi ikd identitas kependudukan digital yang dikeluarkan dukcapil sendiri di hp saya tidak bisa dibalik ini yuk segera semua kendala yang ada saya sudah bayar pajak kendaraan loh itu tidak,Negatif,0
sekolah rekomendasi sekal tanpa rela pulang ditempat asal sat dan proses perakitan tanpa puas,Negatif,0
pertama pakai tahun lancar alhamdulillah tahun berakhir terus waktu pembayaran tetap hari mencoba tahun gagal waktu pembayaran sudah mencoba menghubungi cs tidak juga teratasi akhirnya bayar pakai e commerce ternyata berhasil dan bisa meminjam lagi untuk koneksi dengan pembayarannya saya sangat paham untuk ini hanya untuk satu sekali pakai atau bagaimana tahun selalu aman dan merasa puas tahun ini uangel di masya allah,Negatif,0
sangat bermanfaat bagi orang yang sedikit punya waktu sukses signal terima kasih kerja yang baik signal semakin sukses pos indonesia satset,Positif,2
ok,Netral,1
cocok,Netral,1
bohong sayang enggak bisa tidak bayar sebaliknya,Negatif,0
oke mempermudah deh,Netral,1
eyang sepenuh yaitu,Netral,1
bagus sekarang bayar pajak jadi enggak ribet buat saya yang merantau di luar daerah,Negatif,0
ini kenapa ya kak saya baru mau daftar buat akun terkendala di bagian penerimaan kode otp enggak muncul,Netral,1
agak lama entah karena sibuk atau,Netral,1
sudah pernah daftar pakai email tidak pakai nomor hp lupa password dikasih jalan ganti password lewat otp lewat email proses ganti password mulus pas mau login ulang dimintain nomor hp lah kan nomor hp belum ada inisiatif coba daftar member baru disuruh memasuki email nik dan nomor hp dll maaf nik dan email pernah digunakan lawak wkwkwkwkwkwkk,Netral,1
ada namun masih ada tambahan ketentuan harus membantu seperti lama waktu pemprosesan dan waktu,Netral,1
habis update jadi enggak bisa buat bayar,Negatif,0
mantap memudahkan urus pajak dengan tidak antri dan sedikit cedera,Negatif,0
bruce,Netral,1
aman,Netral,1
pembayaran selalu sama mungkin ketahuan solisinya padahal di 1982 1982 aman,Negatif,0
agung banget tidak semua samsat telah meraih pengesahan negara,Netral,1
luar biasa proses cepat sampai ketujuan terima kasih,Positif,2
buat daftar nya sehingga karyawan nya tidak bosan bagaimana mau bisa bayar pajak secara online kalau aplikasinya sudah valid dari dulu hingga terbaru,Negatif,0
menyenangkan bisa anda bisa dari terlindung dan diantar lingkungan,Netral,1
alhamdulillah sangat membantu kami,Positif,2
film jelas kali pembuatannya,Netral,1
aplikasi tidak membantu game yang gagal komersial,Negatif,0
sangat membantu mudah praktis simpel terima kasih,Positif,2
aplikasi terbaik sangat membantu dalam pembayaran pajak secara online mudah dan tidak ribet terima kasih signal,Negatif,0
ini baru ada kemajuan dalam teknologi enggak ribet,Negatif,0
sangat memuaskan dan mempermudah dalam membayar pajak,Netral,1
apakah diaplikasi signal bisa bayar pajak motor atas nama orang lain sedangkan motor di kota yang punya atas nama motor di kampung,Netral,1
kepada admin apk dan saya bisa mnambahkan kndaraan kita tidak bisa menjawab perhitungan padahal data saya habis dan bisa mengajukan kritikblewat gmail resmi sampai ini dulu sekarang tidak ada jawaban mohon penjelasanya terima kasih,Negatif,0
saya enggak sengaja ambil daftar saja ribet meminta foto wajah sinkronnya susah bisa giliran sudah bisa setelah susah payah ktp nya dibilang enggak valid kalian tentu enggak niat bikin aplikasi mending cabut s dari playstore tujuannya mempermudah tapi baru mau daftar juga susah banget yakin tanggapan dari review ini juga bisa hai my signal karena atas kendala pendaftaran tersebut kalo ditanggapi itu juga,Negatif,0
sama serbaguna dan efisien,Netral,1
bosok,Netral,1
sudah 1 ok,Netral,1
1982 dan terus bayarnya pal nggabisa terus ya,Netral,1
sangat membantu,Positif,2
baik sekal,Netral,1
cukup praktis,Positif,2
tidak mengecek motor nomer tapi enggak tidak memakai mau motor motor nya masih kurang canggih aplikasinya,Negatif,0
mantap,Positif,2
karena ada kendaraan wisata jadi bermanfaat untuk perpanjang stnk dari pajak jadi mengirim barang lagi apa saja untuk ke lokasi bisa pengiriman juga via kantor pajak,Netral,1
untuk database oke semua terdaftar menggunakan aplikasi ini ada kendala di masalah ini tidak usah akses ke kunjungi shopeepay rto jadi saya mau lagi dan akhirnya saya di lokasi samsat yang seharusnya online membantumu untuk yang diluar daerah dengan cara mencari dan kirim ke tempat silakan diperbaiki lagi siapa tau ke depan tetapi bisa di akses dengan baik,Negatif,0
sangat bagus dan cepat,Positif,2
aplikasinya bagus keren lebih efisien waktu jadinya terima kasih,Positif,2
sangat mudah untuk membayar pajak,Positif,2
bayar pajak tahunan motor tanpa ribet proses pengiriman cepat hari sampai,Negatif,0
t o p,Netral,1
proses cepat cepat dari pengguna cuman bisa mau memilih mulai pengiriman saja,Negatif,0
terima kasih signal motor z tidak membantu sekali bayar kerjanya enggak usah pergi samsat n mengantri lagi cocok banget d bayar kerja enggak mau naik motor,Negatif,0
jangan keren enggak ribet nya harus antri tinggal kedua kepala rumah,Negatif,0
sangat membantu untuk yang lagi pada sibuk,Positif,2
sangat membantu,Positif,2
alhamdulillah sudah beberapa kali bayar stnk via apk signal punya saya suami maupun anak lebih mudah tidak memakan banyak waktu terima kasih samsat juga kantor pos,Positif,2
tidak mendapatkan kode pembayaran,Netral,1
mempermudah pembayaran pajak motor selama masih sesama daerah sampai stnk nya hanya butuh hari saja,Netral,1
makin kesini makin bobrok samsat balaraja kab tangerang waktu pencetakan dan pengiriman hari,Netral,1
ok saja,Netral,1
cakep sangat sedikit manta antar desa,Netral,1
ok,Netral,1
sangat puas,Netral,1
terima kasih ya pakai online sudah enggak ribet lagi tinggal menunggu saja dikirim jadi deh cuma sayangnya bagian pengirimannya kurang memberikan info begitu kekitanya jadi enggak tau kalau paket sudah datang padahal wa kita ada mohon ada pilihan lain begitu untuk jasa kurirnya,Negatif,0
mantap,Positif,2
mantap,Positif,2
dulu aman nyaman pakai dulu,Negatif,0
bohong saja enggak sudah dibilang bayar pajak,Negatif,0
sangat memudahkan bagi kita yang agak sedikit repot,Netral,1
sangat bagus,Positif,2
tolong systemnya diupgrade lagi agar bisa melakukan pembayaran pajak yang lewat kurang dari bulan padahal di bagian f ku pembayaran online bisa dilakukan jika keterlambatan tidak lebih dari bulan tapi nyatanya saya coba tetap tidak bisa dan harus datang ke samsat kota asal atau setidaknya setidaknya sediakan layanan autodebet agar tidak terjadi keterlambatan,Negatif,0
mantap sangan membantu,Positif,2
sangat membantu,Positif,2
apalah anjir gagal mulu daftar apa coba data foto tidak sesai dengan ktp gunanya aplikasi pemerintah apasih anjir busuk amat mau daftar saja susah hadeh heran dana pemerintah gede tapi bikin aplikasi yang bagus buat rakyatnya saja susah banget tolong perbaiki ya tolong kalo buat verifikasi foto yang sesai dong itu masih banyak bug sama eror itu pasti di codingannya orang saya ktp sama muka sama tapi dibilangin tidak sesai kalo masih enggak bisa daftar kecewa sih saya sebagai rakyat,Negatif,0
tahun kemarin bisa sekarang saat pili samsat pengirim enggak keluar nama samsat di ketik langsung juga tidak di kenal jadi terkendala deh mau bayar pajaknya maaf bintang jadi turun,Netral,1
memudahkan untuk menghindari pajak sah,Netral,1
maaf saya kepencet konfirmasi sedangkan lebih banyak menerima orang yg aku gunakan,Netral,1
stuck dipembayaran dia sudah lama tinggal terus,Negatif,0
mantap banget,Positif,2
aplikasi ini sangat bermanfaat dan membantu walopun proses online kadang aga susah masuk dan pengiriman aga lama tapi saya secara pribadi sangat terbantu dan memang saya proses hari sebelum masa berlaku habis jadi masih aman tepat h sudah selesai dan saya bisa pergunakan waktu untuk hal yang lain terus dikembangkan lagi aplikasinya supaya lebih sempurna sehingga layanan masyarakat ini bisa terus bermanfaat bagi masyarakat dan sukses selalu trmksh,Negatif,0
simpel enggak wilayah bojong tegal sindang kasih,Negatif,0
josjis,Netral,1
bagus sangat membantu tapi sayang pengirimannya enggak sampai ke rumah malah di titipkan di kantor desa,Positif,2
saya sudah konfirmasi bahwa e tbpkp sebelumnya apakah dokumen pajak kendaraan kami tetap di kirim ke saksi kami,Netral,1
pokoknya mantap lah ditunggu update untuk bayar pajak tahun nya biar tidak usah harus ke kantor samsat sudah bisa ganti plat,Positif,2
mantap maju terus samsat sekarang mudah mengurus pajak enggak perlu repot lagi antri cukup membantu dan tinggal menunggu di rumah,Positif,2
jaringan tolong di perbaharui jangan lama,Netral,1
mau daftar tapi sekarang gagal masuk data tidak sesai harus diperbarui sekarang nomor ktp tidak ikut ambil nama pun membuat kesalahan selama ini kok bisa enggak sesai,Negatif,0
lebih lambat sehingga,Negatif,0
001 ok signal,Netral,1
aplikasi lulus verifikasi gagal konfirmasi,Negatif,0
mantap,Positif,2
terima kasih aplikasi ini sangat baik jadi mudah saya membayar pajak kendaraan namun ada timbul pertayaan saya kalau kita bayar ke samsat langsung biasanya ada cap stempel dari petugas pajak pada lembaran bukti bayar setiap tahun sedangakan bayar secara online tidak ada apakah ini tidak berpengaruh terhadap ke absahan surat ini,Positif,2
baru pertama kali itu meninggal walaupun cepat cuman dia kecewa dengan beliau lah pengiriman beliau mulai sampai sekarang tetapi belum juga sampai padahal dengan no telepon sudah lengkap,Negatif,0
terima kasih dengan ada nya aplikasi ini jadi mempermudah stnk sampai dengan selamat dan cepat,Positif,2
mudah dan hemat sangat membantu,Positif,2
sangat cepat dan efisien,Positif,2
semudah itu bayar mesti di teruskan hal baik agar segala konsekuensinya tetap jika konsekuensinya bisa lebih maju,Netral,1
wan game lah,Netral,1
mantap dan mudah,Positif,2
aplikasinya eror min mohon segera diperbaiki karena saya mau bayar pajak dari luar kota pendaftaran pengesahan stnk eror terima kasih,Positif,2
saya ingin tau cara dan berapa saya bayar pajak kendaraan,Netral,1
sat set sat sat dak enggak sempat ke makam berguna selamat tinggal id,Netral,1
buruk masa gagal mulu daftar,Negatif,0
mau bayar pajak masih saja bayak persyaratannya mbok ya dipermudah wong kita mau bayar,Netral,1
kekurangannya ada biaya admin ke pengusaha turun karna biaya pabrik tugurejo ribu an mohon untuk lebih murah pengiriman kelas lebih dipercepat tidak bisa menambahkan co ke padahal pemiliknya nya sudah satu kakak,Negatif,0
bagus dalam bayar pajak sedang enggak ribet plus kita pernah merantau di luar daerah,Negatif,0
belum menerima pengiriman surat tnkb,Netral,1
mantap gercep perpanjang jadi mudah,Positif,2
proses mudah cepat dan informatif,Positif,2
sangat membantu,Positif,2
parah enggak anak sekolah baik nya signal saya pilih untuk tahun ini masa percobaan yg sama sama yang tahun kemarin harus disini kan tolol bayar nya saya masuk cetak sendiri ke samsat ngpain waktu bayar online kalo harus ke samsat begoo,Negatif,0
manta cukup mudah bayar pajaknya sampai dengan cepat,Positif,2
semoga saja aplikasi ini selalu menjadi baik agar memudahkan banyak pemilik kendaraan bermotor mengingat di setiap kantor samsat banyak orang cerdik dan licik yang memanfaatkan ketidaktahuan pemilik kendaraan atas pajak dan lain lain,Netral,1
kok enggak bisa bilang yang banyak ya,Negatif,0
sangat memudah kan dan proses juga cepat,Positif,2
sudah yang merupakan sekian kalinya byar pjak di web ini pernah dan pada aplikasi ini dimenangkan satset 2016,Negatif,0
sangat membantu jika ingin bayar fajak secara onlien,Positif,2
aman dan lancar,Positif,2
al hamdulillah aplikasi bagus cepat serta tanggap yang penting sekal bisa membantu orang yang kerja serta sibuk terima kasih signal samsat kalau bisa bikin aplikasi perpanjang sim juga,Positif,2
baru tahu yg dapat kode otp nya sebenarnya gak baru di ambil via youtube saya coba enggak disana,Netral,1
kenapa tidak selalu ditunda tapi keterangan nik tidak tetap pada bpk selama ini nik juga pernah ganti toh plis sh,Negatif,0
pajak kendaraan bukti terima belum sampai kenapa sudah selesai,Netral,1
mohon untuk samsat pesawaran pakai signal di gunakan lagi katanya bayar pakai signal mudah cepat tapi giliran mau ambil stnk yang suruh kata sih d map pilih signal itu padahal tahun sebelumnya enggak menang,Negatif,0
aplikasi pemerintah selalu ribet tapi kalau jalur korup selalu jalan tol,Negatif,0
′,Netral,1
mudah praktis enggak ribet terminal hanya klik kirim file alamat tujuan,Negatif,0
tolong diperbaiki sistemnya sudah yang banyak kali tetap anda bisa buat disuruh wati cs dan bertanya kepada samsat terus gunanya aplikasi ini apa manfaat,Negatif,0
aplikasi sudah tentu ingin digunakan untuk pemasukan pajak,Negatif,0
proses lama,Netral,1
pengiramannya seminggu lebih hmm,Netral,1
sangat mudah dan membantu hanya hari kerja stnk deh sampai ke rumah atau ke alamat manapun yang dituju dan ternyata sudah terhubung dengan program pemutihan yang saat ini ada di lampung jadi bisa ikut pemutihan lewat online juga yang penting enggak ganti plat semoga kedepan jadi lebih baik lagi walau yang saat ini pun sudah sangat baik dan cepat prosesnya,Positif,2
congratz berhasil untuk plat b bisa perpanjangan tahunan di luar kota saat saya dinas di surabaya,Netral,1
artinya,Netral,1
sangat terbantu dengan signal,Netral,1
kurang memudahkan,Netral,1
apk signal sangat bagus dan sangat mudah digunakan prosesnya cepat dan manta terima kasih signal,Positif,2
aplikasi disana ya cuma enggak bisa cara bayar pengesahan pajak ditempat ini ya kami cara bayar pajak saja kok pasti ya tidak ada bagian clean ceter yang akan memberikan solusi,Negatif,0
manta cuman pengirimannya lama,Netral,1
enggak bisa bayar aneh kali sudah di kasih semua data dan bla bla bal wak itu proses pembayaran display enggak muncul lain kali bapak ibu kalo bikin app yang serius ya,Negatif,0
mantap dan real keren pokoknya sangat membantu buat kami yang bekerja terima kasih gan,Positif,2
sih tapi kok sulit nya tidak ampun ktp kan sesai stnk bpk yang suka kenapa nya gampang,Netral,1
woii pakk sudah bagus tingkatkan lagi ayo semangat kerjanya,Positif,2
cuma mau cek pembayaran pajak saja motor punya istri saja ribetnya meminta ampun aplikasi yang di kelola pemerintah enggak ada yang benar,Negatif,0
buruk banget masa kini keterangan yang dikirim sudah lewat berbulan maka giliran ke rumah informasi belum cukup baik di apk sudah online,Negatif,0
data itu sudah betul tapi enggak jadi juga padahal mau bayar tapi tak sama juga nya,Negatif,0
simply is a rich sih,Netral,1
saat melakukan proses pembayaran maka kami hanya berputar putar sedangkan tolong segera kembali,Netral,1
kecewa tak mau mengecek mobil motor dengan mencabut segala dari cara pendaftarannya dipersulit harus foto ktp itu juga 911 padahal ia mau lucek jadi mau daftar masuk terus,Negatif,0
sangat mudah dengan pembayaran pajak yang jauh cukup susah untuk ke sekolah,Negatif,0
aplikasi enggak klik kami bisa menikmati,Negatif,0
meski gagal terus terus kemarin akhirnya jadi tinggal bayar tetap ke alfamart bekasi sendiri,Negatif,0
proses pengiriman via pos tolong dipercepat saja sih intinya,Netral,1
sangat mantap,Positif,2
urus pajak truk dalam dan kota jadi ongkos ribet kendaraan sekal dll,Negatif,0
byr pajak dengan signal sangat membantu khususnya jika sedang berada di luar kota pulau,Positif,2
cukup membantu bagi kita yang juga dapat memahami,Negatif,0
pembayaran bisa terus memutar program bri mau bayar kok susah,Negatif,0
michelle berulang pernah tetap enggak nominasi,Negatif,0
pengiriman via pos indonesia tidak bisa jadi mau tidak mau harus ke samsat lagi dan ribet lagi harus antri dan belum lagi disuruh print bukti transfer dll yang tadinya gampang pakai aplikasi malah tetap ribet juga,Negatif,0
bagus banget sat set ke samsat tinggal ambil stnk,Positif,2
prosesnya mudah dan cepat memudahkan yang tinggal jauh dari samsat,Positif,2
bagus,Positif,2
enggak bisa login aneh banget nomor sudah terdaftar pas login malah notif nomor tidak terdaftar giliran bikin akun baru pas memasuki nomor telpon notifnya nomor sudah terdaftar bagaimana coba aneh banget,Negatif,0
pajak harus tepat waktu hampir mau minggu baru sampai,Netral,1
fast range anti racun terima tni polri,Negatif,0
aplikasi sangat membantu cepat dan enggak perlu mengantri,Positif,2
1925,Netral,1
penyelesaian dokumen sangat lama memakan waktu sampai seminggu lebih dan informasi status pelacakan dokumen sangat tidak informatif,Netral,1
mantap,Positif,2
ini jadi terlihat aneh banget nomor nomor terdaftar pas login dimana notif nya tidak terdaftar giliran mencari akun baru pas memasuki nomor berapa notifnya nomor sudah terdaftar bagaimana coba klik sekali,Negatif,0
sejauh ini masih bagus dan mudah untuk digunakan pertahankan dan tingkatkan,Positif,2
saya daftar salah nik tapi bisa terverifikasi dan tidak bisa ganti nik padahal pas daftar ada foto ktp apa tidak dicek dulu,Negatif,0
shooting job,Netral,1
cukup puas tinggal tinggal atau menunggu sampai suatu tempat pemakai kendaraan ini,Netral,1
topp,Netral,1
lama prosesnya,Netral,1
pertama coba signal samsat tidak susah dan pelayanan baik,Negatif,0
bisa dibikin aplikasi mau kirim dokumen diluar luar negeri enggak download hanya mau bayar saja bisa sulit,Negatif,0
terbaik no ribet ribet,Negatif,0
sejauh ini yaitu,Netral,1
ganti kendaraan enggak pakai kendaraan,Negatif,0
sayang yani tidak menginginkan samsat tidak menjamin pengesahan nya,Netral,1
